1700001C02Rik,0,0,0,0,0,0,0,0,0,0,0
1700001C19Rik,3,1,0,0,1,0,0,0,0,2,0
1700001D01Rik,0,0,0,0,0,0,0,0,0,0,0
1700001F09Rik,0,0,0,0,0,0,0,0,0,0,0
1700001G01Rik,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,3,13,10,2,7,5,3,4,5,3,5
1700001G17Rik,2,6,2,2,3,3,0,3,8,2,1
1700001J03Rik,7,4,1,8,4,13,4,1,0,2,3
1700001J11Rik,0,4,0,0,0,0,0,0,1,0,1
1700001K19Rik,0,0,0,0,0,0,0,0,0,0,0
1700001K23Rik,0,1,0,0,0,0,0,0,0,0,0
1700001L05Rik,21,22,9,26,17,9,26,11,13,18,12
1700001L19Rik,5,9,12,8,4,7,1,1,0,5,2
1700001O22Rik,3,11,2,12,22,4,15,8,14,8,17
1700001P01Rik,0,5,3,4,1,3,3,2,9,3,2
1700003C15Rik,0,0,0,0,0,0,0,0,0,0,0
1700003D09Rik,0,0,0,0,0,0,0,0,0,0,0
1700003E16Rik,2,2,7,4,1,2,2,3,6,3,0
1700003E24Rik,0,0,0,0,0,0,0,0,0,0,0
1700003F12Rik,4,7,9,6,15,5,5,13,4,11,0
1700003G13Rik,0,0,0,0,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,1,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,1,0,0,0,0,0,0
1700003M07Rik,0,0,0,1,0,0,1,0,0,2,0
1700003P14Rik,0,0,0,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0,0,0,0,0
1700007B14Rik,2,0,1,2,0,1,3,1,1,1,0
1700007F19Rik,0,0,0,0,0,0,0,0,0,0,0
1700007G11Rik,0,1,1,0,1,0,0,0,0,0,0
1700007J10Rik,1,0,0,1,0,0,2,1,2,0,4
1700007K09Rik,4,0,0,2,3,4,5,0,1,0,1
1700007K13Rik,8,8,10,4,6,4,4,9,11,6,3
1700007L15Rik,34,48,57,47,64,16,35,41,33,28,41
1700007P06Rik,0,0,0,0,0,0,0,0,0,0,0
1700008C04Rik,0,0,0,0,0,0,0,0,0,0,0
1700008J07Rik,115,110,149,101,131,61,95,81,118,109,84
1700008K24Rik,0,0,0,0,0,0,0,0,0,0,0
1700008O03Rik,0,3,2,3,0,1,5,0,0,0,0
1700008P02Rik,0,0,0,0,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0,0,0,0,0,0
1700009J07Rik,0,0,0,0,0,0,0,0,0,0,0
1700009N14Rik,0,0,0,2,0,0,0,0,0,0,1
1700010B08Rik,0,0,0,0,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,3,11,5,4,2,0,11,3,9,11,7
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0,0,0
1700011B04Rik,0,0,0,0,0,0,0,0,0,0,0
1700011C11Rik,0,0,0,0,0,0,0,0,0,0,0
1700011E24Rik,0,0,0,0,0,0,0,0,0,0,0
1700011H14Rik,0,0,0,0,0,0,0,0,0,0,0
1700011I03Rik,2,2,7,3,6,7,19,28,10,5,7
1700011L22Rik,2,3,0,0,0,0,0,1,1,0,0
1700011M02Rik,0,0,0,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0,0,0,0
1700012C14Rik,0,2,0,0,0,2,0,0,0,0,2
1700012D01Rik,13,21,21,16,18,7,10,15,8,8,11
1700012D14Rik,7,8,3,7,15,8,10,13,8,15,6
1700012D16Rik,0,0,0,0,0,0,0,0,0,0,0
1700012H19Rik,0,0,0,0,0,0,0,0,0,0,0
1700012I11Rik,0,0,0,0,0,0,0,0,0,0,0
1700012L04Rik,1,0,1,1,1,0,0,1,0,0,0
1700012P22Rik,0,0,0,0,0,0,0,0,0,0,0
1700013D24Rik,0,1,0,0,0,0,0,0,0,0,0
1700013F07Rik,1,0,0,0,0,0,0,0,0,0,0
1700013G24Rik,0,0,1,0,1,0,0,0,0,0,0
1700013H16Rik,0,1,0,0,1,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0,0,0,0,0,0
1700015F17Rik,2,0,0,2,0,0,0,0,0,0,0
1700015G11Rik,0,0,0,0,0,0,0,0,0,0,0
1700016C15Rik,129,154,93,138,76,109,80,36,64,39,41
1700016D06Rik,0,0,2,0,3,1,1,0,2,0,0
1700016G22Rik,0,0,0,0,5,3,3,0,1,0,0
1700016H13Rik,2,0,0,0,0,0,0,0,0,0,0
1700016K19Rik,1,0,0,0,0,0,0,0,0,0,0
1700016L04Rik,2,0,0,0,0,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0,0,0,0,0
1700017B05Rik,153,184,200,231,271,67,311,218,401,412,204
1700017D01Rik,0,0,2,0,0,0,0,0,0,0,0
1700017G19Rik,0,0,0,0,0,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0
1700017L05Rik,0,0,0,0,1,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0,0,0,0,0,0
1700018A04Rik,0,0,0,0,0,0,0,0,0,0,0
1700018B08Rik,0,3,0,0,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0,0,0,0,0
1700018L02Rik,9,12,17,21,16,8,20,32,22,28,17
1700019A02Rik,0,0,1,0,0,0,0,0,0,0,0
1700019B03Rik,3,3,0,0,0,1,4,0,1,0,1
1700019B21Rik,0,0,0,0,1,0,0,1,0,0,0
1700019C18Rik,0,0,0,0,0,0,0,0,0,0,0
1700019D03Rik,5,14,24,16,19,12,25,15,55,34,16
1700019E08Rik,0,0,0,0,0,0,0,0,0,0,0
1700019G17Rik,13,18,13,20,7,8,29,21,30,30,19
1700019G24Rik,0,0,0,0,0,0,0,0,0,0,0
1700019L03Rik,2,0,2,1,2,2,0,4,0,1,1
1700019M22Rik,0,0,0,0,0,0,0,0,0,0,0
1700019N19Rik,1,0,0,0,0,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,0
1700020D05Rik,2,0,1,2,2,5,6,4,1,2,0
1700020D14Rik,0,0,0,0,0,0,0,0,0,0,0
1700020G17Rik,0,0,0,0,0,0,0,0,0,0,0
1700020I14Rik,556,695,664,677,774,246,2629,1617,3054,3168,1653
1700020L24Rik,0,3,1,0,0,0,5,1,1,2,0
1700020M21Rik,0,0,0,0,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0,0,0,0,0
1700020N15Rik,0,0,0,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,0,0,0,5,1,0,0
1700021F05Rik,2051,2207,2417,2549,2190,1126,1170,1014,1160,1005,944
1700021F07Rik,0,0,0,0,0,0,0,0,0,0,0
1700021K19Rik,592,577,552,750,473,433,1064,465,976,887,647
1700021N21Rik,0,0,0,1,0,1,2,0,1,0,0
1700022A21Rik,0,0,0,0,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0,0,0,0,0
1700022H01Rik,0,4,0,3,1,0,0,0,0,0,1
1700022H16Rik,0,0,0,0,0,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0,0,0,2,0,0
1700023C21Rik,0,1,0,0,0,0,0,0,0,0,0
1700023F02Rik,0,0,0,0,0,0,0,0,0,0,0
1700023F06Rik,1,1,0,2,3,1,0,1,0,0,0
1700024B18Rik,0,0,2,3,0,0,0,0,0,0,0
1700024F13Rik,0,0,0,0,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0,0,0,0,0
1700024I08Rik,0,0,0,0,0,0,0,0,0,0,0
1700024N05Rik,0,0,0,0,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0,0,0,0,0
1700024P16Rik,3,5,7,12,9,5,8,4,2,2,1
1700025B11Rik,0,0,0,0,0,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,2030,2169,2060,2471,1898,1141,3024,1854,2844,2323,1994
1700025J12Rik,0,0,0,0,0,0,0,0,0,0,0
1700025K24Rik,0,0,0,0,0,0,0,0,0,0,0
1700025M24Rik,0,0,0,0,0,0,0,0,0,0,0
1700025N23Rik,5,0,3,0,4,2,1,0,0,0,0
1700026D08Rik,0,0,3,0,1,0,0,0,0,0,0
1700026D11Rik,0,0,0,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0,0,0,0
1700026J14Rik,1,0,0,1,4,3,0,0,0,1,2
1700026L06Rik,0,0,0,0,0,1,0,0,3,0,0
1700027A15Rik,0,2,1,4,0,4,0,0,0,0,0
1700027F06Rik,0,0,0,0,0,0,0,0,0,0,0
1700027F09Rik,0,0,0,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0,0,0,0,0
1700027J07Rik,6,4,12,9,15,10,5,3,19,4,4
1700028B04Rik,0,0,0,0,0,0,0,0,0,0,0
1700028D13Rik,0,0,0,0,0,0,0,0,0,0,0
1700028E10Rik,3,3,1,1,0,1,0,7,1,5,7
1700028I16Rik,0,0,0,0,1,0,2,0,0,1,0
1700028J19Rik,2,16,9,10,10,2,14,8,2,5,1
1700028K03Rik,1,1,0,2,1,0,2,2,0,1,0
1700028M03Rik,0,0,0,0,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0,0,0,0,1
1700028P15Rik,0,0,0,0,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0,0,0,0
1700029H14Rik,5,2,6,1,0,0,0,0,0,0,0
1700029I15Rik,8,11,8,16,11,11,8,2,13,4,7
1700029J03Rik,0,0,0,0,0,0,0,0,0,0,0
1700029J07Rik,86,49,38,53,17,59,64,22,54,31,10
1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0,0,0,0,0,0
1700030C10Rik,14,0,2,1,4,2,11,0,0,22,0
1700030F04Rik,0,0,0,0,0,0,0,0,0,0,0
1700030F18Rik,0,2,1,2,0,1,3,1,1,0,2
1700030J22Rik,4,5,9,8,3,1,2,13,13,13,12
1700030K09Rik,133,161,149,168,112,94,191,89,183,133,138
1700030L20Rik,15,5,12,10,4,11,1,1,7,1,4
1700030M09Rik,0,0,0,0,0,0,0,0,0,0,0
1700030N03Rik,0,0,0,0,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,0,0,0,0,0,0,0,0
1700031A10Rik,0,0,0,0,0,0,0,0,1,0,0
1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,3,0,0,1,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,0,0,0,0
1700034H15Rik,15,10,6,11,2,10,11,7,11,5,6
1700034I23Rik,3,2,0,0,0,1,0,0,0,0,0
1700034J05Rik,0,0,0,0,1,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0,0,0,0,0
1700034O15Rik,0,0,0,0,0,0,0,0,0,0,0
1700034P13Rik,1,5,14,1,2,1,1,0,4,3,1
1700036G14Rik,1,0,0,0,0,0,0,0,0,0,0
1700037C18Rik,55,64,60,121,60,53,36,40,43,64,35
1700037H04Rik,175,225,235,209,220,93,124,176,200,127,96
1700039E15Rik,0,0,0,0,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0,0,0,0,0
1700040L02Rik,25,16,13,35,13,13,23,7,13,19,19
1700041A01Rik,0,0,0,0,0,0,0,0,0,0,0
1700041C23Rik,0,0,0,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,0,0,0,0,0,0,0
1700042O10Rik,1,3,3,2,0,0,3,2,4,2,2
1700044C05Rik,0,0,0,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0,0,0,0
1700045H11Rik,1,1,1,0,0,0,0,0,0,2,0
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,0,0,0,0,0,0,0,0
1700047E10Rik,0,0,0,0,0,0,0,0,0,0,0
1700047G03Rik,0,0,1,0,0,0,0,0,0,1,0
1700047I17Rik2,0,0,0,0,0,0,0,0,0,0,0
1700047L14Rik,0,0,0,0,0,0,0,0,0,0,0
1700047M11Rik,2,2,3,7,5,2,9,3,2,2,2
1700048M11Rik,0,0,0,0,0,0,0,0,0,0,0
1700048O20Rik,10,13,18,22,16,9,20,5,9,17,22
1700049E15Rik,0,0,0,0,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0,0,0,0,0
1700049G17Rik,59,50,39,66,31,24,147,34,167,138,87
1700049L16Rik,0,0,0,0,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0,0,0,0,0
1700052K11Rik,195,316,256,264,436,104,185,116,166,237,143
1700054A03Rik,0,0,0,0,0,0,0,0,0,0,0
1700054K19Rik,0,0,0,0,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0,0,0,0,0,0
1700056E22Rik,85,73,84,81,131,45,63,76,68,75,42
1700057G04Rik,0,0,0,0,0,0,0,0,0,0,0
1700057H15Rik,0,0,0,0,0,0,0,0,0,0,0
1700057H21Rik,0,0,0,0,0,0,0,0,0,0,0
1700060C16Rik,0,0,0,0,0,0,0,0,0,0,0
1700060C20Rik,0,2,0,0,0,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,2,0,3,2,1,0,0,0,1,0,4
1700061I17Rik,0,0,0,0,0,0,0,0,0,0,0
1700061J23Rik,0,0,2,0,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,1,4,0,0,0,0,0,0,0
1700063O14Rik,0,0,0,0,0,0,1,0,0,0,0
1700064J06Rik,0,3,3,0,5,4,1,4,1,4,0
1700064M15Rik,4,1,1,0,2,0,1,1,1,4,2
1700065D16Rik,1,0,0,0,0,0,0,0,0,0,0
1700065I16Rik,0,0,0,0,0,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0,0,0,0,0
1700065O20Rik,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0
1700066B19Rik,28,21,88,129,19,20,140,192,150,112,150
1700066J03Rik,0,0,0,0,0,1,0,0,0,0,0
1700066M21Rik,62,62,55,94,44,32,97,41,128,106,58
1700066N21Rik,0,0,0,0,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0,0,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0,0,0,0,0
1700067K01Rik,4,2,2,8,1,7,2,2,0,4,0
1700067P10Rik,0,1,0,0,0,0,0,0,0,0,1
1700069L16Rik,1,0,0,0,0,0,1,0,0,0,0
1700069P05Rik,0,0,0,0,0,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,0,0,0,0,0,1
1700072B07Rik,0,0,0,0,0,0,0,0,0,0,0
1700072I22Rik,0,0,0,0,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0,0,0,0,0
1700073E17Rik,0,0,0,0,0,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0
1700080O16Rik,0,0,0,0,0,0,0,0,0,0,0
1700081H04Rik,0,0,0,0,0,0,0,0,0,0,0
1700084C01Rik,2,1,1,2,1,2,2,0,0,0,1
1700084D21Rik,0,0,0,0,0,0,0,0,0,0,0
1700084E18Rik,9,14,14,23,18,5,14,12,22,28,21
1700084F23Rik,0,0,0,0,0,0,0,0,0,0,0
1700084J12Rik,0,0,0,0,0,0,0,0,0,0,0
1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0
1700085C21Rik,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0,0,0,0
1700086O06Rik,79,54,47,58,56,43,37,25,31,42,16
1700088E04Rik,46,55,35,54,21,26,33,28,27,22,24
1700091H14Rik,0,0,0,0,0,0,0,0,0,0,0
1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0
1700092C10Rik,0,0,0,0,0,0,0,0,0,0,0
1700092E19Rik,0,0,0,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,0,0,0
1700092M07Rik,0,0,1,3,1,2,1,0,0,3,0
1700093K21Rik,3,0,0,3,1,0,0,0,0,0,4
1700094D03Rik,122,135,82,155,83,142,104,61,86,64,59
1700094J05Rik,1,2,1,4,6,1,6,1,1,0,4
1700094M24Rik,0,0,0,0,0,0,0,0,0,0,0
1700095A21Rik,0,0,0,0,0,0,0,0,0,0,0
1700095B10Rik,4,5,1,3,2,1,11,1,0,2,4
1700095J12Rik,0,0,0,0,0,0,0,0,0,0,0
1700096J18Rik,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,85,126,126,121,125,34,217,108,174,151,136
1700096P03Rik,0,0,0,0,0,0,0,0,0,0,0
1700097N02Rik,0,1,0,3,0,0,0,0,0,2,0
1700099I09Rik,0,0,0,0,0,0,2,0,0,0,0
1700100I10Rik,0,0,0,0,0,0,0,0,0,0,0
1700100L14Rik,0,0,0,0,0,0,0,0,0,0,0
1700101E01Rik,0,0,0,0,0,0,0,2,0,2,0
1700101I11Rik,23,23,14,7,21,13,16,59,24,13,21
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0
1700102H20Rik,23,22,8,15,14,8,16,7,7,19,9
1700102P08Rik,6,17,15,17,19,30,6,15,7,9,6
1700104L18Rik,0,0,0,0,0,0,0,0,0,0,0
1700105P06Rik,0,0,1,2,6,0,0,1,0,3,3
1700106J16Rik,0,0,0,0,0,0,0,0,0,0,0
1700108F19Rik,2,7,1,3,4,2,1,3,2,3,1
1700108J01Rik,0,0,0,0,0,0,0,0,0,0,0
1700109G14Rik,0,0,0,0,0,0,0,0,0,0,0
1700109G15Rik,0,0,0,0,0,0,0,0,0,0,0
1700109H08Rik,15,14,12,21,16,16,41,0,11,6,15
1700109I08Rik,0,0,0,0,0,0,0,0,0,0,0
1700109K24Rik,0,0,0,0,0,0,0,0,0,0,0
1700110C19Rik,0,1,0,1,1,3,2,1,2,0,0
1700110I01Rik,0,0,0,0,0,0,0,0,0,0,0
1700110I07Rik,0,0,0,0,0,0,0,0,0,0,0
1700110K17Rik,4,2,0,0,0,0,0,0,9,11,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0
1700112E06Rik,7,7,3,1,17,4,19,21,23,14,11
1700112H15Rik,0,0,0,0,0,0,0,0,0,1,1
1700112J05Rik,0,0,0,0,0,0,0,0,0,0,0
1700112J16Rik,3,2,5,3,12,3,18,9,10,3,6
1700113A16Rik,22,17,12,20,12,3,13,12,13,9,6
1700113B09Rik,0,0,0,0,0,0,0,0,0,0,0
1700113H08Rik,27,33,16,36,38,28,66,49,58,29,34
1700116B05Rik,0,2,0,0,0,0,0,0,0,1,0
1700119H24Rik,0,0,2,0,1,0,0,0,0,0,0
1700120C14Rik,637,634,359,357,836,57,283,398,462,87,326
1700120E14Rik,0,0,0,0,3,0,1,0,2,0,0
1700120G07Rik,0,0,0,0,0,0,0,0,0,0,0
1700120K04Rik,0,1,0,0,1,0,2,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0,0,0,0
1700121N20Rik,0,0,0,0,0,0,0,0,0,0,0
1700122C19Rik,0,0,0,0,0,0,0,0,0,0,0
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,0
1700123I01Rik,0,1,0,1,2,0,0,0,0,0,4
1700123J17Rik,0,0,0,0,1,1,2,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,0,0,0,0,0
1700123L14Rik,2,0,0,3,0,1,2,0,3,1,0
1700123M08Rik,75,84,99,142,62,74,117,87,126,150,100
1700123O12Rik,0,0,0,0,0,0,0,0,0,0,0
1700123O20Rik,285,323,347,452,246,143,275,233,281,246,229
1700123O21Rik,0,0,0,0,0,0,0,0,0,0,0
1700124L16Rik,1,2,0,0,0,0,0,0,0,1,0
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,0,0,0,0,0,0,0,0
