0610005C13Rik,2,1,1,0,0,0,0
0610007P14Rik,75,77,82,34,56,38,42
0610009B22Rik,460,406,407,337,354,265,251
0610009L18Rik,166,128,163,123,116,161,194
0610009O20Rik,2873,3538,2563,2545,2882,2290,2247
0610010B08Rik,23,3,22,17,40,10,9
0610010F05Rik,551,817,385,584,750,351,385
0610010K14Rik,321,265,393,186,219,205,216
0610011F06Rik,442,533,554,307,371,468,446
0610012G03Rik,1410,1392,1536,1021,1052,1085,1148
0610030E20Rik,515,681,384,368,710,428,333
0610031O16Rik,0,1,0,1,0,0,0
0610037L13Rik,571,566,544,340,484,410,389
0610038B21Rik,11,14,27,11,2,15,13
0610039H22Rik,0,0,0,0,0,0,0
0610039K10Rik,0,0,1,4,0,1,2
0610040B10Rik,19,14,31,23,17,6,10
0610040F04Rik,4,5,3,4,8,8,2
0610040J01Rik,113,158,101,77,104,134,115
0610043K17Rik,1,3,6,0,5,0,0
1010001N08Rik,0,4,1,0,0,2,0
1110001J03Rik,831,527,1109,558,548,591,680
1110002L01Rik,247,290,207,189,260,146,166
1110004E09Rik,580,576,571,307,484,277,301
1110004F10Rik,1152,1263,1155,785,1017,694,659
1110006O24Rik,4,5,4,4,1,0,2
1110007C09Rik,1519,1112,1224,674,934,1010,1106
1110008F13Rik,1052,1015,1051,778,864,558,677
1110008L16Rik,232,334,227,252,281,124,181
1110008P14Rik,294,309,378,248,200,262,261
1110012L19Rik,389,412,333,332,334,260,272
1110015O18Rik,0,0,0,0,0,0,0
1110017D15Rik,1,1,0,2,2,1,2
1110019D14Rik,50,62,69,69,42,20,31
1110020A21Rik,129,85,112,62,77,97,66
1110025L11Rik,0,0,0,0,0,0,0
1110028F11Rik,0,0,0,0,0,0,0
1110028F18Rik,0,0,0,0,0,0,0
1110032A03Rik,131,251,137,108,117,98,100
1110032F04Rik,1,3,3,2,0,0,0
1110034G24Rik,67,70,59,56,43,41,54
1110036E04Rik,0,0,0,0,0,0,0
1110037F02Rik,510,776,494,477,574,464,410
1110038B12Rik,145,73,148,124,79,104,98
1110038F14Rik,309,310,287,170,199,139,127
1110046J04Rik,17,12,22,19,27,22,15
1110051M20Rik,214,270,208,218,239,224,242
1110058D11Rik,0,0,0,0,0,0,0
1110059E24Rik,289,166,285,209,183,124,91
1110059G10Rik,156,161,178,157,156,81,87
1110065P20Rik,283,264,266,214,184,162,191
1190002F15Rik,14,1,21,5,1,9,0
1190002N15Rik,453,412,498,249,299,154,154
1190003K10Rik,13,21,4,7,8,6,10
1190005I06Rik,0,1,0,0,1,0,0
1190007I07Rik,228,105,216,66,91,122,73
1200014J11Rik,229,326,253,233,254,197,167
1300002E11Rik,141,159,97,95,125,106,79
1300017J02Rik,1,1,0,1,0,0,2
1500004A13Rik,10,7,7,11,6,11,4
1500009C09Rik,0,0,0,0,0,0,0
1500009L16Rik,20,25,23,11,5,8,8
1500011B03Rik,45,51,57,30,45,28,35
1500011K16Rik,960,930,1292,746,609,626,741
1500012F01Rik,138,120,151,115,128,102,104
1500012K07Rik,0,1,3,0,1,0,3
1500015A07Rik,64,65,54,66,62,38,37
1500015L24Rik,0,0,0,0,0,0,0
1500015O10Rik,33,274,108,63,18,84,60
1500017E21Rik,386,178,391,125,142,178,61
1500026H17Rik,16,0,20,0,0,8,0
1600002D24Rik,0,0,0,0,0,0,1
1600002H07Rik,48,52,58,20,45,44,33
1600002K03Rik,105,78,87,48,72,65,61
1600010M07Rik,0,0,0,0,0,0,2
1600012H06Rik,348,411,391,272,340,234,175
1600014C10Rik,792,1017,760,625,890,668,630
1600014C23Rik,2,1,2,5,0,3,0
1600014K23Rik,0,0,0,0,0,0,0
1600015I10Rik,0,4,2,0,1,0,0
1600019K03Rik,0,0,0,0,0,0,0
1600020E01Rik,93,58,76,49,81,50,42
1600023N17Rik,2,1,4,0,3,1,0
1600025M17Rik,0,0,0,0,0,0,0
1600027J07Rik,0,1,0,0,0,0,0
1600029I14Rik,0,0,0,0,0,0,0
1600029O15Rik,0,2,1,0,1,1,0
1700001C02Rik,0,0,0,0,0,0,0
1700001C19Rik,0,1,0,0,0,0,0
1700001D01Rik,0,0,0,0,0,0,0
1700001F09Rik,0,0,0,0,0,0,0
1700001G01Rik,0,0,0,0,0,0,0
1700001G11Rik,3,3,3,2,3,5,2
1700001G17Rik,0,1,0,0,0,0,1
1700001J03Rik,2,4,4,1,1,1,1
1700001J11Rik,1,0,0,1,2,0,1
1700001K19Rik,0,0,0,0,0,0,0
1700001K23Rik,0,0,0,0,0,0,0
1700001L05Rik,11,8,14,5,10,15,3
1700001L19Rik,0,2,5,2,0,0,1
1700001O22Rik,28,96,33,35,33,37,86
1700001P01Rik,5,1,4,2,3,1,4
1700003C15Rik,0,0,0,0,0,0,0
1700003D09Rik,0,0,0,0,0,0,0
1700003E16Rik,0,0,3,2,3,2,0
1700003E24Rik,0,0,0,0,0,0,0
1700003F12Rik,1,2,0,5,1,0,0
1700003G13Rik,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,0,0,0
1700003H04Rik,0,0,0,0,0,0,0
1700003I22Rik,0,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0
1700003M02Rik,0,0,0,0,0,1,0
1700003M07Rik,0,1,0,0,1,0,0
1700003P14Rik,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,2,0,0,3
1700007F19Rik,0,0,0,0,0,0,0
1700007G11Rik,0,0,0,0,0,0,0
1700007J10Rik,0,0,0,3,1,1,4
1700007K09Rik,0,0,0,0,0,0,0
1700007K13Rik,1,3,3,2,2,2,0
1700007L15Rik,14,12,13,15,5,4,8
1700007P06Rik,0,0,0,0,0,0,0
1700008C04Rik,0,0,0,0,0,0,0
1700008J07Rik,82,117,117,75,93,75,61
1700008K24Rik,0,0,0,0,0,0,0
1700008O03Rik,0,1,0,0,0,1,0
1700008P02Rik,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0,0
1700009J07Rik,0,0,0,1,0,0,0
1700009N14Rik,0,0,0,0,0,0,0
1700010B08Rik,0,0,0,0,0,0,0
1700010D01Rik,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0
1700010I14Rik,6,14,2,12,2,8,8
1700010J16Rik,0,0,0,0,0,0,0
1700010K23Rik,0,1,0,0,0,0,0
1700011A15Rik,0,0,0,0,0,0,0
1700011B04Rik,0,0,0,0,0,0,0
1700011C11Rik,0,0,0,0,0,0,0
1700011E24Rik,0,1,0,3,0,0,0
1700011H14Rik,0,0,0,0,0,0,0
1700011I03Rik,0,2,0,1,2,1,0
1700011L22Rik,0,0,2,0,0,0,0
1700011M02Rik,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0
1700012C14Rik,0,0,0,0,0,0,0
1700012D01Rik,8,7,4,3,6,11,8
1700012D14Rik,14,11,3,5,5,7,10
1700012D16Rik,0,0,0,0,0,0,0
1700012H19Rik,0,0,0,0,0,0,0
1700012I11Rik,0,0,0,2,0,0,0
1700012L04Rik,0,0,0,0,0,0,0
1700012P22Rik,0,0,0,0,0,0,0
1700013D24Rik,0,0,0,0,0,0,0
1700013F07Rik,0,0,1,0,0,1,1
1700013G24Rik,0,0,3,0,0,2,0
1700013H16Rik,0,0,0,0,0,0,0
1700015E13Rik,0,0,0,0,0,0,0
1700015F17Rik,0,0,1,2,0,0,0
1700015G11Rik,0,0,0,0,0,0,0
1700016C15Rik,10,10,4,21,8,6,6
1700016D06Rik,1,0,0,0,0,0,0
1700016G22Rik,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,2,0,0,0
1700016K19Rik,0,0,0,0,0,0,0
1700016L04Rik,0,1,1,0,0,0,1
1700016L21Rik,0,0,1,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0
1700017B05Rik,199,217,161,254,157,167,135
1700017D01Rik,0,0,0,0,0,0,0
1700017G19Rik,0,0,0,0,0,0,0
1700017J07Rik,0,0,0,0,0,0,0
1700017L05Rik,0,0,0,0,0,0,0
1700017N19Rik,0,0,0,0,0,0,0
1700018A04Rik,0,0,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0
1700018B24Rik,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0,0
1700018F24Rik,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,0,0,0,0
1700018L02Rik,10,10,10,20,9,11,6
1700019A02Rik,0,1,0,0,1,0,1
1700019B03Rik,0,0,0,0,0,0,0
1700019B21Rik,0,0,0,0,0,0,0
1700019C18Rik,0,0,0,0,0,0,0
1700019D03Rik,1,10,8,2,6,5,1
1700019E08Rik,0,0,0,0,0,0,0
1700019G17Rik,19,22,10,13,19,14,15
1700019G24Rik,0,0,0,0,0,0,0
1700019L03Rik,0,0,1,0,1,2,2
1700019M22Rik,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0
1700020A23Rik,0,0,0,0,0,0,0
1700020D05Rik,10,13,2,3,6,5,5
1700020D14Rik,0,0,0,0,0,0,0
1700020G17Rik,0,0,0,0,0,0,0
1700020I14Rik,1102,3379,1137,5215,3361,2009,1985
1700020L24Rik,0,0,0,1,0,0,0
1700020M21Rik,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0
1700020N15Rik,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,1,0,1
1700021F05Rik,1837,1346,1795,862,1454,942,860
1700021F07Rik,0,0,0,0,0,0,0
1700021K19Rik,1092,1281,825,696,968,1028,860
1700021N21Rik,0,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0
1700022E09Rik,0,0,0,0,0,0,0
1700022H01Rik,0,0,0,0,0,0,0
1700022H16Rik,0,0,0,0,0,0,0
1700022I11Rik,0,0,0,0,0,0,0
1700023C21Rik,0,0,0,0,0,0,0
1700023F02Rik,0,0,0,0,0,0,0
1700023F06Rik,0,0,0,1,0,0,1
1700024B18Rik,0,0,0,0,0,0,0
1700024F13Rik,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0
1700024I08Rik,0,0,0,0,0,0,0
1700024N05Rik,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0
1700024P16Rik,1,0,2,1,1,1,0
1700025B11Rik,1,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0
1700025G04Rik,1854,2846,1812,1795,2376,1535,1620
1700025J12Rik,0,0,0,0,0,0,0
1700025K24Rik,0,0,0,0,0,0,0
1700025M24Rik,0,0,0,0,0,0,0
1700025N23Rik,0,1,0,1,0,0,0
1700026D08Rik,0,0,0,0,0,0,0
1700026D11Rik,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0
1700026J14Rik,0,1,1,0,0,2,0
1700026L06Rik,0,0,0,0,0,0,1
1700027A15Rik,0,0,0,0,0,0,0
1700027F06Rik,0,0,0,0,0,0,0
1700027F09Rik,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0
1700027I24Rik,0,0,0,0,0,0,0
1700027J07Rik,2,8,2,7,6,18,11
1700028B04Rik,0,0,0,0,0,0,0
1700028D13Rik,0,0,0,0,0,0,0
1700028E10Rik,1,0,1,0,0,0,2
1700028I16Rik,0,0,0,0,0,0,2
1700028J19Rik,1,2,1,1,8,2,6
1700028K03Rik,0,0,0,1,1,0,0
1700028M03Rik,0,0,0,0,0,0,0
1700028P14Rik,0,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0
1700029H14Rik,1,0,0,0,0,0,0
1700029I15Rik,8,3,2,0,2,0,2
1700029J03Rik,0,0,0,0,0,0,0
1700029J07Rik,8,9,10,6,5,9,8
1700029M20Rik,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0,0
1700030C10Rik,0,4,0,6,0,0,0
1700030F04Rik,0,0,0,0,0,0,0
1700030F18Rik,0,0,0,0,0,0,0
1700030J22Rik,4,4,1,3,6,4,5
1700030K09Rik,125,121,114,69,98,91,104
1700030L20Rik,4,2,6,4,7,1,6
1700030M09Rik,0,0,0,0,0,0,0
1700030N03Rik,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,0,0,0,0
1700031A10Rik,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0
1700031P21Rik,0,0,0,0,0,0,0
1700034E13Rik,1,0,0,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0
1700034H15Rik,9,4,4,14,6,9,3
1700034I23Rik,0,1,0,0,0,0,5
1700034J05Rik,0,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0,0
1700034O15Rik,0,0,0,0,0,0,0
1700034P13Rik,0,1,0,0,0,0,0
1700036G14Rik,0,0,0,0,0,0,0
1700037C18Rik,27,25,19,34,12,21,21
1700037H04Rik,90,104,118,67,68,99,63
1700039E15Rik,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0
1700040L02Rik,5,6,16,2,6,1,0
1700041A01Rik,0,0,0,0,0,0,0
1700041C23Rik,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0
1700042G07Rik,0,0,0,0,0,0,0
1700042G15Rik,0,1,2,0,0,3,1
1700042O10Rik,0,0,11,1,0,2,0
1700044C05Rik,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0
1700045H11Rik,1,0,0,0,0,1,0
1700046C09Rik,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,0,0,0,0
1700047E10Rik,0,0,0,0,0,0,0
1700047G03Rik,0,0,0,0,0,0,0
1700047I17Rik2,0,0,0,0,0,0,0
1700047L14Rik,0,0,0,0,0,0,0
1700047M11Rik,1,2,3,1,2,0,0
1700048M11Rik,0,0,0,0,0,0,0
1700048O20Rik,10,5,9,3,4,2,5
1700049E15Rik,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0
1700049G17Rik,47,74,38,36,52,50,60
1700049L16Rik,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0
1700052K11Rik,175,168,153,146,117,97,79
1700054A03Rik,0,0,0,0,0,0,0
1700054K19Rik,0,0,0,0,0,0,0
1700054M17Rik,0,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0,0
1700056E22Rik,42,46,28,36,17,35,20
1700057G04Rik,0,0,0,0,0,0,0
1700057H15Rik,0,0,0,0,0,0,0
1700057H21Rik,0,0,0,0,0,0,0
1700060C16Rik,0,0,0,0,0,0,0
1700060C20Rik,0,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0
1700061G19Rik,2,0,0,1,0,2,0
1700061I17Rik,0,0,0,0,0,0,0
1700061J23Rik,0,0,0,0,0,0,0
1700063A18Rik,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0,0
1700063O14Rik,1,0,0,0,0,0,0
1700064J06Rik,2,0,1,0,2,0,0
1700064M15Rik,0,1,0,0,0,0,0
1700065D16Rik,0,1,0,0,0,0,0
1700065I16Rik,0,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0,0
1700065O20Rik,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0
1700066B19Rik,4,9,10,9,5,11,8
1700066J03Rik,0,0,0,0,0,0,0
1700066M21Rik,148,118,107,88,118,67,64
1700066N21Rik,0,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0,0
1700067G17Rik,0,0,0,0,0,0,0
1700067K01Rik,7,2,0,0,0,0,1
1700067P10Rik,0,0,0,0,0,0,0
1700069L16Rik,0,2,0,0,0,0,1
1700069P05Rik,0,0,0,0,0,0,0
1700071K01Rik,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,1,0
1700072B07Rik,0,0,0,0,0,0,0
1700072I22Rik,0,0,0,0,0,0,0
1700072O05Rik,0,0,0,0,0,0,0
1700073E17Rik,0,0,0,0,0,0,0
1700074H08Rik,0,0,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0
1700080E11Rik,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0
